age,gender,study_hours_per_day,sleep_hours,social_media_hours,gaming_hours,exercise_minutes,assignments_completed,attendance_percentage,stress_level,productivity_score
23,Male,6.53,4.39,0.63,2.68,69,16,65.56,10,35.88
20,Female,8.28,6.51,6.2,3.3,21,13,51.07,10,39.46
17,Male,6.79,5.35,0.2,0.05,10,16,85.05,5,56.01
24,Male,1.46,4.28,7.36,1.97,21,11,47.46,7,27.71
20,Female,9.01,7.25,2.97,5.12,48,7,49.24,9,54.35
17,Male,9.27,3.58,1.15,2.41,7,15,54.22,10,53.25
21,Female,3.17,9.59,6.89,3.14,28,8,71.25,10,57.69
24,Female,5.75,8.45,2.84,2.76,63,12,78.54,9,54.59
20,Female,5.11,9.41,4.57,0.87,38,3,47.76,10,66.86
29,Male,6.85,3.3,3.95,0.61,81,19,60.35,9,27.5
28,Male,9.79,3.01,4.78,1.37,100,19,78.01,1,47.45
24,Male,9.87,5.51,1.43,3.95,59,0,63.75,1,63.32
24,Male,5.34,7.32,3.17,5.24,34,10,48.25,5,40.69
19,Female,1.37,4.71,2.36,1.57,88,17,72.59,7,26.05
25,Female,3.68,6.85,6.21,1.99,36,4,79.05,5,53.93
19,Female,4.43,7.24,6.26,2.12,100,3,42.74,9,30.95
17,Female,5.58,4.06,7.95,4.46,50,3,70.08,5,30.43
18,Male,9.62,8.38,7.99,2.36,12,9,66.54,2,71.28
22,Female,2.99,9.55,0.77,3.12,95,9,40.51,5,46.69
28,Male,5.6,7.48,3.71,4.09,59,7,67.09,3,69.19
26,Male,3.26,9.63,5.99,5.44,35,5,73.84,8,62.43
18,Female,9.23,4.72,5.37,0.58,58,16,53.88,2,49.13
22,Male,9.9,3.26,3.88,5.62,11,10,41.96,3,62.88
17,Female,8.77,4.73,0.8,3.03,67,3,47.39,6,46.45
27,Female,3.72,7.54,3.75,0.62,75,8,97.97,3,54.69
29,Male,3.14,7.18,7.65,3.14,41,16,64.23,10,31.32
17,Other,4.6,4.87,3.5,2.76,118,1,54.38,8,33.22
21,Male,7.6,5.86,0.23,1.09,106,9,72.53,4,46.11
26,Female,0.59,5.57,3.21,1.85,18,18,88.09,8,9.84
29,Male,9.95,9.65,3.74,2.03,19,12,66.28,6,79.38
27,Male,8.89,5.2,5.91,2.63,52,1,91.73,4,66.15
25,Male,0.73,4.35,1.82,4.93,29,7,94.29,10,22.67
24,Female,4.13,6.96,4.65,2.54,93,19,78.07,5,66.06
19,Female,7.03,3.87,1.39,5.05,55,16,73.4,2,61.78
19,Female,2.79,6.56,4.93,2.49,77,11,41.11,10,41.02
17,Female,1.86,7.81,4.18,1.53,7,16,75.6,4,48
19,Female,6.48,9.6,6.88,2.35,90,11,71.37,10,66.08
28,Male,9.08,9.25,3.7,0.22,114,1,52.04,9,66.7
28,Female,9.58,8.89,2.28,3.17,76,6,50.87,9,71.78
28,Male,0.6,5.76,4.25,0.07,19,11,97.5,5,26.76
29,Male,8.81,9.26,4.48,4.88,57,10,87.9,5,74.1
27,Male,5.83,8.02,0.74,3.28,40,8,53.19,2,55.88
17,Male,2.76,6.09,4.56,4.69,102,19,80.94,1,50.57
24,Female,6.36,6.95,5.55,4.01,12,2,69.94,3,59.17
17,Male,9.96,6.05,7.08,2.5,0,6,90.74,8,70.18
21,Female,3.12,4.38,1.71,0.9,77,13,51.05,8,32.64
25,Female,3.13,6.16,3.65,2.32,76,16,45.71,6,40.48
23,Male,7.14,8.65,0.47,5.36,97,2,77.59,1,66.44
20,Female,0.91,4.87,1.31,0.15,101,15,42.15,2,33.33
27,Female,8.3,7.48,7.4,5.22,105,17,93.38,8,69.89
25,Male,6.7,6.87,7.51,4.61,75,16,96.65,8,56.95
25,Female,8.49,9.44,0.33,1.87,15,16,68.32,7,51.54
18,Male,2.69,8.22,4.27,3,104,11,75.22,10,23.25
26,Male,8.55,5.53,1.1,1.84,7,10,76.14,6,58.01
26,Male,4.76,6.93,5.64,5.64,105,14,61.36,7,52.13
27,Female,1.76,9.38,4.99,1.68,114,7,46.11,10,20.26
28,Female,9.06,4.59,4.13,3.32,57,14,62.14,10,40.68
22,Male,7.2,6.32,4.16,3.57,67,7,66.65,8,62.66
20,Male,2.1,4.55,4.93,5.31,65,10,99.87,10,21.93
24,Female,2.84,5.93,3.52,5.23,6,6,86.29,5,25.26
28,Female,3.05,3.41,5.86,3.39,93,16,98.7,8,22
27,Female,9.65,9.13,5.7,5.92,71,2,77.45,7,79.21
23,Male,8.92,9.85,2.7,4.43,76,17,63.76,5,78.93
23,Male,3.79,6.97,5.76,2.13,46,5,65.28,1,40.66
27,Female,4.93,6.88,2.74,0.46,40,0,80.69,7,47.75
26,Male,3.21,9.69,4.71,0.45,92,18,87.57,5,46.34
25,Male,7.56,5.75,1.69,2.81,0,10,71.64,8,61.22
29,Male,2.03,7.35,2.53,0.37,48,0,40.41,9,44.38
21,Female,3.72,8.86,1.75,1.34,56,9,59.56,1,43.25
22,Male,6.26,6.54,7.91,0.99,103,17,83.43,5,49.27
17,Male,8.83,4.55,4.89,3.04,37,13,45.56,6,61.96
22,Female,6.54,8.69,5.4,4.73,2,2,46.66,3,55.09
18,Female,9.43,4.9,5.1,0.63,24,14,95.8,9,81.5
22,Female,9.34,8.91,0.23,1.41,60,3,40.58,6,75.38
25,Male,7.32,9.61,5.75,0.9,81,8,87.68,5,76.3
24,Female,3.15,6.82,6.23,1.68,70,7,60.56,2,47.6
25,Male,6.99,3.35,2.72,4.84,78,6,90.08,1,51.26
29,Female,2.33,9.69,4.69,5.46,92,8,58.81,6,49.87
26,Female,3.67,8.82,0.22,3.75,29,8,78.5,4,47.31
24,Male,7.7,3.82,1.7,5.2,106,1,82.53,7,61.87
19,Male,8.58,7.41,1.54,2.55,107,19,45.3,2,62.22
24,Male,4.46,5.21,2.05,2.05,16,15,89.28,8,35.04
22,Male,5.47,5.31,3.06,2.59,81,14,98.6,3,70.84
29,Female,4.17,7.06,1.75,0.72,100,7,43.83,6,42.35
22,Female,5.05,7.98,1.83,5.89,110,3,55.54,4,52.98
22,Male,5.37,3.08,7.65,5.45,113,6,65.27,1,41.48
19,Female,7.07,4.07,2.03,1.25,40,0,41.64,8,49.62
26,Male,7.63,9.32,4.53,5.12,80,12,73.09,3,77.41
17,Male,9.76,6.46,5.14,1.67,71,15,57.34,5,54.81
28,Male,4.66,6.44,2.48,2.36,5,16,82.22,2,50.38
20,Female,1.29,8.88,0.55,2.12,43,15,76.5,2,56.93
26,Female,7.04,3.91,3.79,4.08,22,9,77.69,9,44.7
28,Female,5.23,8,7.91,0.72,46,13,82.93,4,44.08
22,Male,8.49,6.54,2.28,3.83,102,17,82.47,3,84.5
27,Male,1.89,8.19,0.04,4.58,40,4,52.85,5,42.34
28,Female,6.63,7.75,6.37,2.91,23,5,45.05,9,69.61
26,Female,4.86,7.67,2.01,3.65,81,13,53.93,2,52.02
18,Female,4.48,8.99,6.8,4.12,22,19,92.9,1,67.01
23,Male,5.87,6.86,2.04,5.01,32,18,41.63,1,50.48
23,Female,7,5.85,6.97,5.93,69,4,93.41,8,55.07
27,Male,8.58,4.39,7.31,5.52,56,6,53.95,6,51.89
20,Female,2.73,5.41,4.65,1.31,30,4,81.53,8,31.02
20,Male,3.28,9.09,6.67,0.68,15,4,49.35,7,40.39
17,Female,5.71,5.36,6.94,5.1,110,18,50.31,9,47.62
29,Female,3.79,9.9,2.8,4.29,50,5,94.77,2,66.23
18,Male,5.9,7.26,5.27,0.9,112,1,90.25,3,69.62
25,Male,2.4,8.7,4.84,1.13,32,15,45.76,5,40.5
26,Male,3.42,6.45,3.43,2.02,30,7,98.21,6,53.88
24,Male,3.59,7.58,6.05,3.15,95,8,57.71,9,41.43
24,Male,9.93,9.93,3.77,5.91,108,2,47.66,5,78.05
25,Male,8.62,6.5,2.14,1.94,94,18,48.59,2,62.55
23,Female,8.46,4.84,2.22,1.07,57,19,94.36,4,65.61
29,Male,5.38,7.55,0,1.56,103,13,51.48,10,60.68
25,Male,4.94,9.44,0.6,4.14,93,0,52.14,3,72.48
26,Female,1.17,3.12,1.13,2.02,102,7,60.68,6,39.02
28,Male,2.37,9.95,5.67,5.51,97,17,71.6,3,50.78
18,Female,9.01,6.81,0.94,2.79,33,19,91.63,3,65.19
22,Female,5.49,8.6,1.76,0.92,61,2,52.02,6,44.69
19,Female,9.88,3.83,3.81,0.5,20,19,84.74,8,64.51
27,Male,6.12,5.04,2.68,3.05,8,2,80.94,1,61.14
22,Female,4.09,9.84,6.25,5.15,85,3,65.95,4,52.12
19,Male,3.1,5.02,0.81,3.54,24,3,86.39,10,23.49
24,Female,9.22,5.89,7.85,3.42,78,7,62.44,6,63.15
27,Male,4.02,4.96,6.6,3.82,61,1,84.85,7,37.88
29,Female,1.89,6.28,3.98,5.69,116,19,44.44,10,22.11
20,Male,3.14,4.11,1.01,5.06,33,1,69.09,10,26.86
28,Female,6.63,6.56,0.77,4.25,59,17,82.82,10,58.68
26,Female,1.76,5.09,1.27,5.35,12,6,60.9,5,31.22
22,Male,1.37,8.71,1.44,3.71,37,11,70.65,3,39.66
25,Male,4.85,5.73,6.03,3.26,32,6,94.24,4,48.62
18,Male,1.29,8.55,7.78,0.12,38,17,48.68,2,38.83
18,Male,4.23,7.49,6.05,2.87,88,18,81.82,8,60.55
23,Male,3.57,9.41,6.15,0.25,49,9,41.12,4,61.45
18,Other,4.22,8.67,7.57,4.72,110,4,76.9,7,49.74
18,Female,5.13,9.31,0.78,0.12,75,18,92.71,6,56.2
20,Female,2.26,6.68,0.79,0.24,63,12,74.69,9,36.67
25,Male,4.7,9.39,7.17,0.22,36,17,68.69,5,58.65
24,Female,3.93,4.08,4.41,2.44,61,15,51.74,6,46.26
18,Male,8.06,3.59,1.98,3.77,70,16,56.13,3,70.5
24,Male,7.1,6.68,1.6,5.47,112,3,97.84,2,72.02
20,Female,8.79,8.78,4.86,2.74,50,7,53.35,9,69.88
18,Male,6.86,4.49,5.09,4.91,110,3,50.1,2,51.55
27,Other,1.65,9.78,6.07,3.11,98,5,68.42,5,29.71
26,Female,5.32,4.3,5.17,1.19,109,14,58.8,10,47.07
23,Female,7.55,7.96,5.77,5.35,73,15,70.25,10,71.39
22,Female,8.5,9.41,5.71,4.61,93,8,69.83,8,62.38
26,Male,2.22,9.76,0.41,3.68,116,15,92.78,6,51.26
21,Male,2.62,7.63,5.69,5.43,34,6,92.55,4,44.48
27,Male,8.69,7.02,1.28,4.56,104,8,51.36,5,47.59
17,Male,5.11,3.64,4.01,0.94,53,0,58.08,10,28.5
18,Female,4.8,3.14,2.02,0.8,26,8,58.59,8,38.61
24,Female,5.19,9.9,5.44,2.43,29,0,82.36,9,50.23
17,Male,2.15,4.92,2.41,1.08,106,13,90.03,4,39.15
19,Female,6.46,3.51,7.3,2.23,42,17,82.86,2,62.52
18,Male,8.18,6.77,0.38,1.05,32,8,53.61,7,51.48
21,Female,8.45,5.19,3.78,5.47,23,5,69.62,5,69.82
20,Male,0.79,5.5,3.42,1.84,5,3,72.6,5,27.51
29,Male,7.29,5.48,1.53,5.19,4,1,71.72,1,62.03
23,Male,1.37,4.74,0.56,1.98,6,4,88.35,4,31.38
21,Male,9.69,9.77,1.81,0.33,12,9,57.62,10,67.65
24,Male,5.08,4.86,1.04,4.46,112,4,41.42,7,48.7
20,Male,7.87,6.9,1.49,3.86,119,15,95.82,4,73.21
28,Male,6.41,4.67,6.87,5.07,113,5,51.56,1,43.09
22,Male,9.54,8.33,5.8,5.26,89,5,45.49,3,81.87
20,Male,9.75,4.6,1.13,4.71,91,8,61.79,8,68.34
18,Female,3.15,7.3,7.21,5.08,40,17,80.26,4,58.89
17,Female,5.09,8.84,7.1,2.2,48,10,90.1,7,45.96
17,Male,5.29,4.9,2.01,1.86,77,16,81.57,3,42.06
24,Male,2.19,8.62,0.38,2.58,112,15,84.38,6,54.82
20,Female,9.09,3.65,5.55,5.41,35,11,80.6,8,59.11
21,Male,3.82,3.81,4.66,4.62,52,18,79.78,5,31.57
27,Female,1.33,5.8,3,3.69,11,4,90.98,6,32.34
24,Male,1.97,5.85,0.38,2.04,103,13,51.31,5,44.7
28,Male,5.38,6.62,1.04,4.52,83,10,44.04,7,52.38
23,Male,8.88,3.17,4.81,1.02,82,5,77.33,1,54.22
29,Male,6.47,3.82,5.37,3.54,25,4,82.98,6,38.3
24,Female,2.54,3.07,1.65,4.18,89,0,41.41,7,8.81
29,Male,3.32,9.68,3.58,0.21,112,17,80.44,7,61.93
24,Other,9.77,5.19,7,3.4,98,2,63.03,7,75
22,Male,1,7.82,1.92,5.9,88,9,80.83,7,20.9
26,Female,9.95,7.26,7,2.36,33,6,74.53,8,71.72
18,Male,9.11,8.07,2.31,4.71,100,14,61.13,1,84.71
22,Male,6.95,9.18,6.87,4.27,26,9,96.32,10,64.98
17,Female,9.46,4.63,4.62,0.41,5,6,47.12,2,66.17
17,Male,1.95,5.98,6.03,0.08,114,9,53.71,1,48
27,Female,9.45,5.3,2.72,4.66,45,12,51.97,4,58.87
19,Male,2.52,3.58,1.11,1.12,29,16,46.42,5,28.49
19,Female,5.69,3.22,1.19,1.98,74,3,54.04,5,48.68
27,Male,5.14,8.35,1.32,3.33,105,7,78.78,6,47.5
29,Female,5.37,3.9,1.61,3.16,52,9,55.63,9,40.25
21,Female,3.04,3.11,7.06,0.93,67,4,64.17,4,32.93
17,Female,7.92,6.07,3.92,0.4,94,4,91.51,4,74.34
26,Male,7.55,5.26,1.77,3.97,91,9,82.7,9,55.5
22,Female,9.56,3.46,5.02,5.14,23,6,99.53,3,87.19
23,Other,5.32,3.36,0.67,5.91,5,6,46.59,9,34.07
26,Female,5.71,9.39,1.47,3.31,24,1,53.14,6,66.75
28,Female,9.08,9.58,4.43,3.41,118,4,83.96,6,79.64
29,Male,9.23,6.38,3.88,4.5,17,2,56.48,2,69.26
27,Male,6.67,8.94,1.78,1.48,17,3,53.41,9,69.85
19,Female,8.29,8.6,0.38,4.6,108,3,79.25,5,76.93
20,Female,5.3,7.06,4.81,0.9,71,4,51.99,6,47.5
26,Male,4.19,8.26,7.08,3.55,52,1,42.97,7,44.09
27,Male,8.71,9.51,6.15,5.87,97,2,52.78,1,61.4
26,Female,7.88,6.96,1.61,2.29,59,5,46.42,6,52.54
28,Male,2.8,6.58,5.58,2.46,11,6,49.03,5,28.81
26,Male,0.95,3.02,1.85,4.86,28,10,79.8,7,27.54
26,Other,5.87,6.79,6.12,3.29,46,9,46.83,1,45.2
26,Female,8.5,8.72,6.04,5.36,49,7,65.69,5,82.73
19,Female,2.85,8.33,1.77,1.4,108,7,91.43,1,60.56
17,Male,7.79,7.52,0.16,4.52,20,7,44.77,2,60.37
24,Male,4.43,3.17,4.18,5.55,67,4,65.4,6,49.81
29,Female,3.69,9.48,5.05,2.83,57,17,99.69,5,61.07
26,Female,2.14,6,2.19,3.92,75,10,89.73,8,33.1
26,Male,9.38,7,3.35,3.35,75,7,47.17,9,71.13
18,Female,2.64,5.78,3.67,3.59,67,18,41.01,10,28.64
17,Female,3.15,5.44,5.83,3.92,18,3,58.21,5,49.27
24,Male,3.65,6.57,1.56,1.44,38,11,93.11,6,46.62
23,Male,3.2,6.46,0.74,1.63,79,19,43.29,8,33.52
23,Male,2.05,5.49,2.16,2.02,115,9,55,6,31.03
20,Female,3.87,8.63,3.98,1.12,93,2,92.44,1,49.51
27,Male,4.98,3.35,1.11,5.13,50,12,69.9,3,35.77
25,Male,5.74,3.82,1.83,1.85,84,13,47.07,2,48.98
22,Male,1.99,3.58,3.97,3.45,89,5,69.44,1,42.45
18,Female,7.9,6.95,5.77,0.77,43,0,53.22,1,64.73
17,Male,3.46,5.89,0.21,3.27,104,16,45.19,4,32.36
17,Female,9.22,6.16,4.57,3.16,85,16,86.46,2,72.28
25,Female,3.63,7.04,3.07,2.99,117,1,74.91,2,62.31
20,Female,8.7,5.27,4.5,3.51,24,11,99.35,3,66.79
21,Female,3.85,4.28,5.12,0.52,117,19,62.89,6,23.82
19,Female,5.31,5.15,0.3,5.91,94,11,69.82,3,52.95
20,Female,4.04,9.96,4.31,5.43,37,16,48.8,6,55.91
28,Male,4.18,9.67,7.56,1.17,62,19,89.77,2,48.42
24,Female,6.38,9.7,3.38,3.9,117,19,52.4,2,71.68
29,Female,7.08,3.19,7.3,4.08,55,0,55.38,7,56.37
20,Other,8.77,3.63,7.77,0.63,40,9,94.06,8,67.23
25,Male,5.91,3.32,4.96,0.55,55,8,83.13,7,41.66
25,Male,2.56,8.71,4.14,3.04,103,19,63.98,8,49.12
22,Female,9.9,9.94,6.18,5.28,51,13,43.98,2,80
18,Male,7,6.8,6.31,0.18,13,19,66.8,9,44.96
28,Female,4.06,7.91,4.99,1.77,52,15,86.8,9,48.05
26,Other,9.7,5.47,0,5.35,17,6,98.02,7,85.65
27,Female,9.61,8.36,5.22,1.94,81,1,40.6,3,60.29
23,Male,1.26,7.59,7.05,0.93,1,3,51.33,6,41.61
25,Male,0.69,8.61,0.54,2.18,83,16,70.43,5,38.48
22,Female,0.92,6.5,2.39,5.46,58,5,64.25,4,31.95
19,Female,7.01,4.36,6.86,1.8,5,11,96.32,6,49.24
23,Female,7.25,6.33,5,2.37,62,14,68.76,7,54.06
21,Female,7.38,5.18,0.91,1.54,64,11,92.97,9,67.99
17,Female,6.49,7.86,4.77,1.5,51,9,85.07,1,67.87
19,Male,3.21,3.96,4.94,2.37,5,14,58.57,5,30.8
21,Female,2.09,5.32,0.88,1.21,82,5,56.12,1,36.53
23,Male,9.31,3.05,1.38,3.71,69,18,54.75,8,59.22
19,Male,9.17,8.71,4.67,1.84,73,9,89.29,1,83.6
22,Female,2.8,5.85,3.3,3.71,54,1,42.09,2,43.17
21,Female,2.1,8.43,1.85,3.73,13,2,48.74,10,37.12
29,Female,4.07,3.68,5.02,5.38,99,3,54.81,10,28.27
17,Male,0.96,4.36,0.88,3.41,89,10,70.5,10,7.84
26,Male,2.04,8.95,0.91,5.05,48,10,65.25,7,26.21
22,Male,4.11,7.17,0.08,4.3,38,1,59.14,1,48.24
24,Female,2.77,3.04,5.23,0.98,4,14,98.46,4,43.57
29,Male,7.5,9.34,7.45,0.66,0,14,70.58,9,56.48
29,Female,9.1,9.88,0.16,5.27,112,13,57.79,1,72.4
17,Female,9.14,7.63,3.21,0.34,61,9,92.36,8,58.69
18,Male,6.24,8.09,1.4,1.48,55,11,91.57,2,63.34
20,Female,7.18,3.94,5.17,4.02,16,4,49.96,9,44.54
28,Female,5.19,8.36,3.58,3.8,14,15,98.24,6,54.41
18,Female,1.89,3.69,4.72,5.39,0,15,80.06,10,12.36
27,Female,6.53,9.23,6.72,1.56,90,10,78.55,1,69.89
25,Male,3.82,6.53,4.55,1.58,29,6,76.55,10,45.98
26,Female,0.56,3.99,4.29,2.16,109,18,71.27,8,25.66
24,Female,5.96,3.62,1.15,5.94,102,5,59.85,6,36.97
24,Male,2.38,6.08,3.7,0.41,58,4,46.82,8,23.07
20,Female,8.92,3.04,5.02,2.1,53,6,54.98,6,51.71
21,Female,9.37,9.73,5.65,0.65,40,10,40.48,9,68.45
20,Male,2.04,4.19,0.66,4.68,1,18,93.19,2,32.49
29,Female,0.78,5.94,5.48,1.51,86,12,85.47,3,38.48
25,Male,0.54,7.25,1.57,0.31,87,8,65.86,8,32.39
29,Male,9.17,7.72,5.29,2.95,82,10,84.15,3,95
18,Female,1.94,6.95,2.24,3.84,82,0,73.86,3,37.97
29,Female,4.64,4.25,4.73,5.01,9,2,81.17,5,48.39
27,Female,1.04,6.3,1.24,0.08,100,18,77.64,6,36.54
24,Male,4.05,5.26,7.68,4.53,52,14,94.48,10,35.47
18,Female,7.96,3.63,5.61,0.85,109,9,40.74,6,62.54
17,Male,4.36,5.71,2.04,4.61,5,16,44.05,8,49.48
26,Female,7.87,7.26,6.65,0.93,56,9,72.89,5,57.04
19,Female,7.04,3.71,7.66,1.81,1,6,41.61,10,29.52
25,Female,5.41,4.15,4.34,0.32,33,5,75.69,9,48.85
28,Male,7.51,3.6,2.79,2.25,56,2,62.02,7,36.17
19,Female,8.85,3.01,1.51,1.47,62,3,70.89,3,56.07
25,Female,8.03,9.56,4.94,0.75,90,3,71.62,9,71.08
23,Male,7.07,8.87,2,1.74,90,12,42.81,5,72.16
29,Male,7.17,4.62,7.09,0.05,18,14,46.26,1,46.43
26,Female,2.03,7.04,2.18,5.27,80,15,67.44,6,32.77
17,Female,9.53,8.61,0.85,2.69,33,16,63.7,5,72.67
26,Male,2.45,5.57,7.91,2.67,44,18,86.32,4,32.47
21,Male,3.82,8.17,3.1,3.95,31,0,63.04,4,42.71
25,Female,5.42,9.08,5.25,1,98,15,72.31,9,45.93
28,Male,1.7,6.49,2.13,5.12,73,1,40.4,6,19.21
19,Female,6.14,9.22,2,0.57,116,9,76.44,6,50.82
25,Male,2.24,4.47,3.44,2.47,15,16,40.79,2,32.69
21,Female,9.27,9.31,6.78,4.48,68,4,82.4,7,65.34
25,Female,8.94,8.64,4.51,2.51,52,11,95.18,1,95.72
26,Female,5.67,8.88,4.2,2.13,52,15,42.86,1,68.06
22,Female,4.77,3.03,3.08,3.69,74,10,63.79,4,37.91
25,Male,1.47,7.65,1.98,5.1,21,13,65.27,5,30.3
23,Male,8.32,5.8,6.09,4.1,46,18,60.71,8,55.5
23,Male,4.1,7.23,0.12,0.97,105,15,41.08,6,37.81
24,Male,2.84,3.59,7.5,3.73,83,11,61.3,8,22.45
23,Other,9.96,4.66,6.16,5.81,3,8,51.19,6,64.88
28,Female,6.85,5.46,2.56,3.12,34,14,51.34,8,55.72
25,Male,1.2,8.03,6.7,2.04,52,6,41.85,4,23.06
27,Male,8.11,6.87,2.72,3.72,3,1,47.35,4,49.29
25,Male,7.63,3.1,2.54,0.38,11,14,61.88,5,54.12
22,Male,4.31,5.34,2.46,4.52,90,14,71,6,38.7
23,Female,1.68,9.58,3.21,1.89,59,6,54.48,8,43.5
18,Male,5.23,4.26,6.61,0.37,106,17,95.05,7,39.42
25,Male,7.75,4.66,2.08,4.18,49,11,67.64,5,49.82
28,Male,1.22,5.15,4.95,0.92,95,3,45.29,4,7.84
29,Female,2.05,4.88,1.32,0.83,103,15,54.28,3,30.47
17,Female,6.38,3.85,7.91,1.62,84,2,61.12,9,32.32
17,Female,5.82,5.19,1.78,1.85,31,14,83.4,1,41.27
19,Male,9.1,6.78,6.66,2.73,21,16,45.82,1,74.29
28,Female,8.24,7.73,1.88,4.9,13,6,50.04,1,78.12
22,Female,9.23,7.5,3.58,5.52,116,5,77.79,9,58.87
21,Male,4.93,4.14,2.08,0.14,17,7,60.46,2,60.92
18,Male,7.98,7.3,5.91,1.87,1,4,78.44,3,55.17
25,Male,0.96,5.51,5.3,3.39,97,0,73.88,7,20.99
29,Male,3.3,8.75,0.94,2.39,6,13,56.51,7,43
26,Male,6.62,5.54,6.41,5.09,1,8,75.87,1,56.8
20,Female,7.75,9.84,7.19,0.65,2,17,80.86,8,63.85
20,Male,5.92,7.3,0.53,4.64,78,16,99.61,6,68.76
21,Female,5.07,6,0.78,3.55,78,0,53.93,5,55.4
24,Male,2.72,6.52,0.48,2.67,36,12,51.78,8,46.15
26,Female,2.15,4.23,2.08,3.63,77,2,80.1,9,38.17
20,Female,8.82,7.76,7.5,5.84,31,4,63.64,6,64.31
21,Other,1.85,9.74,1.52,0.45,28,5,71.01,8,35.58
28,Male,4.64,6.6,7.69,1.9,106,17,63.13,6,40.13
20,Male,8.94,9.95,2.42,3.5,82,7,43.43,7,76.36
22,Female,1.9,4.05,6.2,3.87,0,18,71.08,6,13.86
28,Male,1.71,7.46,4.74,0.56,48,2,60.76,8,20.82
19,Female,7.08,7.75,1.78,1.08,72,12,66.01,1,66.84
24,Other,3.65,5.18,6.9,0.52,58,11,68.47,4,23.93
22,Female,4.64,5.46,0.35,3.42,14,14,87.52,5,44.96
26,Male,6.44,9.62,0.09,5.33,63,18,98.82,7,79.7
21,Female,4.1,7.28,3.48,5.66,104,11,92.18,10,58.52
29,Other,8.1,8.47,3.36,2.12,61,10,64.82,1,84.55
18,Female,9.71,8.08,5.27,1.66,112,16,56.16,3,80.34
26,Male,9.36,7.28,0.25,0.23,69,16,63.39,6,70.26
26,Female,5.68,3.34,5.46,2.48,34,3,88.6,8,49.02
23,Other,3.87,7.64,4.36,0.06,71,17,87.52,6,39.22
18,Female,4.62,5.41,2.62,5.09,57,15,87.16,8,42.14
17,Male,3.64,6.28,3.81,2.91,63,9,59.47,7,37.57
23,Female,4.7,8.96,0.53,5.84,23,12,70.87,8,37
21,Female,0.62,9.78,3.56,1.47,4,17,92.92,7,33.09
17,Male,1.02,7.86,4.37,2.99,105,8,63.23,9,37.16
20,Female,7.83,4.62,5.15,4.88,57,15,70.13,2,52.78
28,Female,3.68,5.22,0.07,1.32,85,18,65.62,5,44.7
29,Female,8.05,3.97,6.14,2.5,0,8,48.16,10,46.89
20,Female,5.06,7.06,2.41,5.19,108,1,90.3,8,56.01
26,Male,8.16,9.51,2.87,4.11,40,8,70.53,9,70.28
23,Female,6.8,8.68,6,3.9,60,16,90.43,1,78.96
25,Male,2.41,6.81,7.87,3.44,60,14,69.52,1,58.95
18,Female,4.75,9.59,4.36,3.16,2,8,54.92,8,37.43
28,Male,7.19,9.28,0.85,2.86,18,5,42.38,8,55.26
17,Female,3.64,5.53,5.06,0.65,28,9,68.31,8,40.87
18,Female,2.34,6.85,8,2.2,50,9,71.98,9,36.7
23,Female,5.63,5.07,0.02,2.97,44,8,64.48,5,38.46
29,Male,3.1,3.06,0.41,5.81,66,3,62.32,7,24.13
26,Female,6.15,6.16,3.55,1.99,43,15,52.14,3,58.1
22,Other,3.08,8.25,0.11,1.28,12,0,90.79,6,59.71
20,Female,9.11,7.44,2.63,0.15,25,2,55.66,9,58.67
17,Male,3.77,9.49,1.71,2.8,89,10,79.94,10,58.66
29,Male,9.12,7.8,4.78,1.3,59,12,95.92,2,71.78
17,Female,3.16,3.99,1.74,3.82,109,15,41.63,6,23.66
21,Male,6.24,4.87,2.38,3.36,11,16,88.76,6,45.14
17,Female,1.74,3.88,7.5,3.38,61,12,94.35,8,27.65
28,Female,7.89,8.56,5.21,2.72,5,14,42.9,8,73.32
23,Other,2.4,9.65,6.22,4.19,109,16,89.23,10,44.83
29,Male,8.71,4.58,4.28,3.7,95,17,66.11,10,39.85
27,Female,4.8,8.36,0.87,4.65,118,1,56.55,8,49.92
17,Male,1.4,6.06,3.55,4.38,24,9,43.07,1,35.61
17,Male,3.95,5.49,1.69,0.69,94,4,95.92,10,30.28
18,Male,7.91,9.91,2.11,5.84,66,19,77.69,6,74.4
29,Female,1.22,5.42,6.73,1.33,88,15,51.09,5,21.14
27,Female,6.44,7.63,7.15,4.5,6,7,82.18,2,60.13
28,Male,5.32,7.99,1.79,4.69,33,0,81.46,10,62.54
26,Male,3.44,8.41,3.55,3.34,46,9,93.79,8,51.38
19,Female,7.68,9.03,7.75,0.66,12,18,88.64,4,67.94
29,Female,1,6.96,4.9,0.97,18,0,61.48,6,26.09
27,Female,5.23,7.23,6.46,5.67,79,11,70.45,10,33.12
17,Other,5.32,7.98,4.32,2.82,109,9,88.02,7,45.3
25,Female,1.32,4.04,3.9,2.19,99,13,69.82,2,16.41
26,Male,1.79,4.4,5.8,4.82,108,18,87.85,9,31.4
24,Male,4.39,8.35,2.55,1.31,41,6,88.28,5,54.41
21,Female,5.6,3.94,5.14,3.24,78,12,96.83,4,64.12
29,Female,1.01,7.82,4.15,3.14,19,2,46.86,4,22.15
27,Male,0.61,3.23,5.81,0.2,111,17,74.93,8,31.26
18,Female,2.33,5.36,1.1,3.24,31,8,55.81,2,24.54
21,Male,5.13,7.64,5.4,2.94,99,9,95.96,2,48.03
